Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-13915,Influencer,Working Women,8.00,"Google, Facebook",26730.00,620.00,240.00,134.00,28006.00,980.39,-0.79,English,3.72,Tier 2 City Customers,07-11-2024
NY-CMP-13916,Paid Ads,College Students,7.00,WhatsApp,35088.00,3175.00,1593.00,491.00,131097.00,533.96,-0.50,Hindi,14.99,Tier 2 City Customers,08-02-2024
NY-CMP-13917,SEO,College Students,29.00,Instagram,45780.00,6849.00,1964.00,1460.00,951920.00,52.30,11.47,Hindi,22.44,Tier 2 City Customers,18-03-2025
NY-CMP-13918,Email,Tier 2 City Customers,21.00,Instagram,18099.00,2405.00,1388.00,1073.00,850889.00,102.38,6.75,Tamil,26.89,Tier 2 City Customers,13-11-2024
NY-CMP-13919,Email,Tier 2 City Customers,6.00,"Google, Email",88681.00,7062.00,3713.00,2026.00,449772.00,91.62,1.42,Hindi,14.43,Tier 2 City Customers,20-07-2024
NY-CMP-13920,SEO,Working Women,12.00,"Instagram, WhatsApp",62083.00,4622.00,1566.00,510.00,106590.00,507.41,-0.59,English,10.79,Tier 2 City Customers,12-02-2024
NY-CMP-13921,Social Media,Working Women,9.00,WhatsApp,23531.00,1556.00,583.00,299.00,172523.00,961.59,-0.40,Tamil,10.36,College Students,09-10-2024
NY-CMP-13922,Paid Ads,Premium Shoppers,18.00,Email,75729.00,9809.00,3166.00,1472.00,1151104.00,203.50,2.84,English,19.08,Tier 2 City Customers,03-05-2025
NY-CMP-13923,SEO,Premium Shoppers,19.00,"Facebook, Email",95328.00,7880.00,2439.00,1825.00,1352325.00,120.02,5.17,English,12.74,Youth,15-09-2024
NY-CMP-13924,Social Media,College Students,29.00,"WhatsApp, Google, Instagram",68445.00,2383.00,1074.00,474.00,362610.00,395.61,0.93,English,5.74,Working Women,07-05-2024
NY-CMP-13925,Influencer,Tier 2 City Customers,25.00,"Facebook, Google, Email",56702.00,8486.00,2919.00,1932.00,724500.00,48.77,6.69,Tamil,23.52,Premium Shoppers,10-04-2024
NY-CMP-13926,Email,College Students,28.00,"Instagram, WhatsApp, Facebook",96288.00,10358.00,4726.00,2741.00,846969.00,46.43,5.66,Bengali,18.51,Premium Shoppers,20-03-2025
NY-CMP-13927,SEO,Premium Shoppers,12.00,Email,65344.00,2493.00,710.00,445.00,193130.00,112.56,2.86,Tamil,5.58,Youth,30-07-2024
NY-CMP-13928,Influencer,Tier 2 City Customers,24.00,Google,76594.00,7421.00,1651.00,1221.00,427350.00,208.89,0.68,English,13.44,Tier 2 City Customers,25-01-2025
NY-CMP-13929,Influencer,Tier 2 City Customers,21.00,"Email, Instagram, WhatsApp",71431.00,7369.00,1788.00,754.00,444106.00,128.16,3.60,Hindi,13.87,Premium Shoppers,22-10-2024
NY-CMP-13930,SEO,Tier 2 City Customers,5.00,Instagram,75962.00,6355.00,1404.00,867.00,369342.00,108.13,2.94,English,11.36,Tier 2 City Customers,13-04-2025
NY-CMP-13931,Influencer,College Students,20.00,Facebook,82797.00,7845.00,1601.00,775.00,605275.00,195.29,3.00,Tamil,12.34,Tier 2 City Customers,10-06-2024
NY-CMP-13932,Email,Premium Shoppers,19.00,"Instagram, YouTube, Google",82629.00,11788.00,3686.00,1138.00,467718.00,181.70,1.26,English,20.10,Working Women,06-05-2025
NY-CMP-13933,Influencer,College Students,30.00,"Email, Facebook",15250.00,440.00,191.00,69.00,34776.00,4228.51,-0.88,Bengali,4.59,Working Women,15-08-2024
NY-CMP-13934,Paid Ads,Premium Shoppers,17.00,"Instagram, YouTube",26070.00,3751.00,1857.00,1164.00,573852.00,125.26,2.94,Bengali,25.98,Youth,06-02-2025
NY-CMP-13935,SEO,College Students,30.00,"WhatsApp, Google, Email",47217.00,1692.00,836.00,613.00,319986.00,352.03,0.48,Tamil,6.65,Tier 2 City Customers,23-11-2024
NY-CMP-13936,Paid Ads,Tier 2 City Customers,8.00,"Facebook, Google",90275.00,10369.00,5898.00,1904.00,1266160.00,124.20,4.35,Hindi,20.13,Tier 2 City Customers,04-01-2025
NY-CMP-13937,Influencer,Tier 2 City Customers,21.00,"WhatsApp, Email",61031.00,5762.00,1769.00,912.00,552672.00,210.71,1.88,Hindi,13.83,College Students,21-07-2024
NY-CMP-13938,SEO,Youth,25.00,Email,90141.00,9867.00,5879.00,2295.00,1202580.00,100.01,4.24,Hindi,20.01,College Students,22-07-2024
NY-CMP-13939,Social Media,College Students,13.00,Google,83713.00,10169.00,4655.00,3420.00,748980.00,69.70,2.14,Hindi,21.79,Tier 2 City Customers,07-03-2024
NY-CMP-13940,Email,College Students,24.00,"Instagram, Google, Email",69078.00,2470.00,1380.00,493.00,124729.00,591.55,-0.57,English,6.29,Premium Shoppers,11-07-2024
NY-CMP-13941,SEO,Premium Shoppers,25.00,"Email, Instagram",27651.00,1849.00,581.00,218.00,173964.00,1053.33,-0.24,Hindi,9.58,Youth,30-10-2024
NY-CMP-13942,Email,Tier 2 City Customers,25.00,Instagram,44506.00,3008.00,983.00,710.00,484220.00,291.54,1.34,Bengali,10.56,Working Women,04-12-2025
NY-CMP-13943,Social Media,Youth,8.00,Email,47186.00,4609.00,1921.00,1520.00,1013840.00,195.47,2.41,Tamil,17.06,Working Women,15-09-2024
NY-CMP-13944,SEO,College Students,19.00,"Email, YouTube",12855.00,1093.00,587.00,431.00,198260.00,258.86,0.78,Hindi,16.42,Working Women,19-11-2024
NY-CMP-13945,Influencer,Working Women,7.00,"Google, Instagram",12353.00,811.00,233.00,118.00,31860.00,1590.69,-0.83,Bengali,9.41,Premium Shoppers,07-11-2024
NY-CMP-13946,Email,Youth,6.00,"Facebook, Email, WhatsApp",66005.00,7810.00,3280.00,1887.00,577422.00,129.00,1.37,Bengali,19.66,Working Women,27-02-2025
NY-CMP-13947,Influencer,Premium Shoppers,18.00,"Facebook, Email",33494.00,2926.00,1233.00,472.00,169448.00,423.95,-0.15,Hindi,13.83,Youth,16-09-2024
NY-CMP-13948,Paid Ads,Tier 2 City Customers,28.00,"Facebook, Google, YouTube",91153.00,12272.00,4322.00,1887.00,1445442.00,135.47,4.65,Bengali,20.27,Working Women,17-07-2024
NY-CMP-13949,Influencer,Premium Shoppers,25.00,YouTube,70485.00,4045.00,2188.00,768.00,433920.00,390.30,0.45,Bengali,9.93,Working Women,29-01-2025
NY-CMP-13950,SEO,Premium Shoppers,13.00,Email,90887.00,12070.00,5273.00,3122.00,1536024.00,17.80,26.64,Hindi,22.52,Working Women,11-08-2024
NY-CMP-13951,Paid Ads,College Students,25.00,"Facebook, YouTube, Instagram",31764.00,3879.00,932.00,326.00,77914.00,589.33,-0.59,Bengali,16.17,Working Women,01-08-2025
NY-CMP-13952,Paid Ads,Tier 2 City Customers,30.00,"WhatsApp, YouTube",87426.00,5891.00,3492.00,2354.00,1224080.00,120.59,3.31,Tamil,13.43,Tier 2 City Customers,23-07-2024
NY-CMP-13953,SEO,Tier 2 City Customers,9.00,"WhatsApp, YouTube",87144.00,5273.00,1959.00,1481.00,727171.00,59.37,7.27,English,10.00,Tier 2 City Customers,13-10-2024
NY-CMP-13954,SEO,Tier 2 City Customers,20.00,"WhatsApp, Facebook, Google",81049.00,4101.00,2256.00,1421.00,392196.00,94.62,1.92,Bengali,9.60,Working Women,29-12-2024
NY-CMP-13955,Influencer,Premium Shoppers,11.00,Facebook,50459.00,4213.00,2020.00,1274.00,551642.00,111.30,2.89,Tamil,14.88,Premium Shoppers,20-01-2025
NY-CMP-13956,Influencer,Working Women,22.00,"Google, Facebook, WhatsApp",56169.00,2653.00,664.00,399.00,310821.00,136.04,4.73,Bengali,6.62,Premium Shoppers,20-08-2024
NY-CMP-13957,Paid Ads,Working Women,5.00,"Instagram, Facebook, YouTube",80508.00,9649.00,2332.00,1444.00,424536.00,61.43,3.79,Bengali,16.68,Tier 2 City Customers,29-05-2025
NY-CMP-13958,Paid Ads,Premium Shoppers,10.00,Facebook,75565.00,9156.00,3546.00,2438.00,1518874.00,80.87,6.70,Bengali,20.04,Youth,07-09-2024
NY-CMP-13959,Influencer,College Students,19.00,"YouTube, Email",65250.00,1591.00,468.00,348.00,233160.00,689.08,-0.03,English,3.69,College Students,24-02-2025
NY-CMP-13960,Social Media,Youth,19.00,"WhatsApp, Email, Google",10566.00,220.00,126.00,57.00,15219.00,4053.37,-0.93,Tamil,3.81,Working Women,13-09-2024
NY-CMP-13961,Email,College Students,12.00,"WhatsApp, Instagram",86478.00,8093.00,2729.00,906.00,600678.00,164.69,3.03,Hindi,13.56,Premium Shoppers,11-03-2024
NY-CMP-13962,Social Media,Working Women,13.00,"Email, WhatsApp, Facebook",99641.00,4584.00,1496.00,639.00,313110.00,285.80,0.71,Bengali,6.74,Premium Shoppers,06-04-2025
NY-CMP-13963,Social Media,Working Women,26.00,Facebook,67909.00,3274.00,1824.00,1003.00,343026.00,183.23,0.87,English,8.98,Tier 2 City Customers,16-09-2024
NY-CMP-13964,Email,Premium Shoppers,6.00,"Instagram, WhatsApp",19380.00,663.00,200.00,92.00,23092.00,3105.85,-0.92,Bengali,4.93,Youth,04-09-2025
NY-CMP-13965,Paid Ads,Premium Shoppers,16.00,Google,36288.00,5258.00,1392.00,819.00,210483.00,82.64,2.11,Bengali,20.58,Youth,13-09-2024
NY-CMP-13966,Email,College Students,17.00,Instagram,54087.00,8031.00,4707.00,1898.00,971776.00,118.59,3.32,English,27.06,Tier 2 City Customers,05-05-2025
NY-CMP-13967,Paid Ads,Youth,8.00,"YouTube, Instagram",38075.00,5281.00,3071.00,1691.00,816753.00,101.55,3.76,Tamil,26.38,Working Women,28-12-2024
NY-CMP-13968,Social Media,Premium Shoppers,5.00,"Google, Email, Facebook",33468.00,3943.00,815.00,471.00,365967.00,337.37,1.30,Bengali,15.62,Youth,23-11-2024
NY-CMP-13969,Email,College Students,21.00,Facebook,84241.00,12379.00,2629.00,1335.00,1042635.00,137.67,4.67,Tamil,19.40,Premium Shoppers,20-12-2024
NY-CMP-13970,Paid Ads,Youth,12.00,"YouTube, Email, Instagram",62420.00,3588.00,768.00,419.00,106007.00,204.22,0.24,English,7.65,College Students,23-05-2025
NY-CMP-13971,Influencer,Youth,18.00,"Instagram, YouTube",58802.00,3205.00,1143.00,399.00,107331.00,387.38,-0.31,Tamil,8.07,Youth,24-07-2024
NY-CMP-13972,Social Media,College Students,12.00,YouTube,62720.00,2555.00,1150.00,711.00,487035.00,99.63,5.88,Hindi,7.04,Youth,03-03-2025
NY-CMP-13973,SEO,Premium Shoppers,14.00,"YouTube, Instagram, Email",82315.00,12073.00,7176.00,4702.00,3639348.00,44.90,16.24,English,29.10,Tier 2 City Customers,02-01-2025
NY-CMP-13974,Email,Youth,23.00,"Email, Facebook",63673.00,5654.00,2857.00,2257.00,1516704.00,67.01,9.03,Bengali,16.91,Premium Shoppers,09-09-2024
NY-CMP-13975,Paid Ads,Tier 2 City Customers,5.00,"Google, Email",25646.00,3093.00,1603.00,949.00,393835.00,157.12,1.64,Tamil,22.01,Premium Shoppers,24-01-2025
NY-CMP-13976,Paid Ads,Premium Shoppers,10.00,Instagram,81923.00,3489.00,1903.00,757.00,362603.00,360.96,0.33,Hindi,7.51,Working Women,04-11-2025
NY-CMP-13977,Social Media,Youth,13.00,Facebook,11009.00,1209.00,636.00,449.00,334056.00,520.65,0.43,English,20.84,Tier 2 City Customers,11-02-2024
NY-CMP-13978,Email,Premium Shoppers,29.00,YouTube,65604.00,2671.00,715.00,488.00,383568.00,358.56,1.19,Tamil,5.91,Premium Shoppers,11-12-2024
NY-CMP-13979,Email,Working Women,26.00,"Facebook, Email",89338.00,7894.00,2108.00,644.00,432124.00,350.00,0.92,Bengali,11.92,College Students,22-01-2025
NY-CMP-13980,SEO,Youth,28.00,Facebook,16503.00,501.00,213.00,140.00,64540.00,1603.61,-0.71,Tamil,5.17,Premium Shoppers,10-01-2024
NY-CMP-13981,Social Media,College Students,6.00,Email,86772.00,8249.00,3492.00,1789.00,939225.00,100.96,4.20,Tamil,15.59,Premium Shoppers,30-05-2025
NY-CMP-13982,SEO,College Students,9.00,WhatsApp,90685.00,9518.00,2083.00,1599.00,431730.00,150.61,0.79,Hindi,14.56,Tier 2 City Customers,29-08-2024
NY-CMP-13983,Influencer,College Students,15.00,"Google, WhatsApp, Email",16159.00,2342.00,1106.00,781.00,598246.00,174.25,3.40,Bengali,26.17,Premium Shoppers,26-12-2024
NY-CMP-13984,Influencer,Premium Shoppers,25.00,YouTube,67188.00,7717.00,3022.00,1847.00,517160.00,133.46,1.10,Tamil,18.73,Youth,08-04-2024
NY-CMP-13985,SEO,Working Women,6.00,"Email, WhatsApp",93088.00,3582.00,1128.00,452.00,225096.00,287.63,0.73,Tamil,5.55,Premium Shoppers,29-09-2024
NY-CMP-13986,SEO,Youth,13.00,"WhatsApp, Instagram",77915.00,7728.00,3747.00,1915.00,1411355.00,87.95,7.38,English,17.19,Tier 2 City Customers,18-10-2024
NY-CMP-13987,Influencer,Youth,22.00,"Google, YouTube",47818.00,2445.00,933.00,291.00,221742.00,316.20,1.41,Hindi,7.67,Working Women,24-07-2024
NY-CMP-13988,SEO,Youth,15.00,Instagram,68379.00,3828.00,877.00,335.00,130315.00,722.87,-0.46,Hindi,7.37,Youth,14-09-2024
NY-CMP-13989,Email,Tier 2 City Customers,29.00,"YouTube, Instagram",79473.00,6291.00,3103.00,1627.00,889969.00,158.34,2.45,English,13.87,Working Women,23-09-2024
NY-CMP-13990,Social Media,Tier 2 City Customers,5.00,"Email, WhatsApp",56958.00,3790.00,1518.00,1199.00,892056.00,215.24,2.46,Hindi,11.42,Tier 2 City Customers,21-07-2024
NY-CMP-13991,Paid Ads,Premium Shoppers,20.00,WhatsApp,46315.00,6385.00,3227.00,1486.00,560222.00,188.06,1.00,Bengali,23.96,College Students,16-12-2024
NY-CMP-13992,Email,Working Women,19.00,Facebook,29403.00,2409.00,969.00,749.00,502579.00,370.46,0.81,Bengali,14.04,Working Women,10-10-2024
NY-CMP-13993,Social Media,Premium Shoppers,22.00,Google,86639.00,4799.00,2140.00,1219.00,368138.00,189.92,0.59,English,9.42,Working Women,01-11-2025
NY-CMP-13994,Social Media,Youth,19.00,Google,17158.00,1725.00,804.00,292.00,230680.00,331.25,1.38,Tamil,16.44,Working Women,30-03-2025
NY-CMP-13995,SEO,College Students,5.00,"Instagram, WhatsApp, Email",79680.00,4113.00,1589.00,642.00,387126.00,163.96,2.68,Hindi,7.96,Tier 2 City Customers,23-07-2024
NY-CMP-13996,Influencer,Working Women,18.00,Email,99450.00,10171.00,5039.00,3966.00,3045888.00,42.75,16.97,Tamil,19.28,Premium Shoppers,02-09-2025
NY-CMP-13997,Paid Ads,Tier 2 City Customers,22.00,"YouTube, Google",26715.00,1335.00,522.00,250.00,161500.00,783.59,-0.18,Hindi,7.89,Youth,26-11-2024
NY-CMP-13998,Paid Ads,College Students,20.00,Google,94671.00,7413.00,1807.00,1276.00,658416.00,92.41,4.58,English,11.09,Premium Shoppers,25-01-2025
NY-CMP-13999,SEO,Premium Shoppers,18.00,"WhatsApp, Instagram",60357.00,8404.00,1734.00,1009.00,341042.00,200.16,0.69,Hindi,18.47,Tier 2 City Customers,14-03-2025
NY-CMP-14000,Influencer,Tier 2 City Customers,9.00,"Facebook, YouTube",66224.00,2825.00,697.00,248.00,139872.00,1133.63,-0.50,Bengali,5.69,Youth,31-05-2025
NY-CMP-14001,Email,Tier 2 City Customers,19.00,Email,21045.00,2608.00,940.00,707.00,294819.00,384.16,0.09,Tamil,20.22,College Students,11-04-2024
NY-CMP-14002,Influencer,Premium Shoppers,7.00,Instagram,27369.00,3435.00,709.00,518.00,163688.00,313.79,0.01,Tamil,17.03,Tier 2 City Customers,21-10-2024
NY-CMP-14003,Paid Ads,Tier 2 City Customers,13.00,Email,68732.00,4344.00,2406.00,1310.00,440160.00,177.61,0.89,Bengali,11.73,Working Women,18-02-2025
NY-CMP-14004,Paid Ads,College Students,16.00,"YouTube, Facebook",74439.00,9347.00,4337.00,2902.00,1311704.00,100.58,3.49,Hindi,22.28,Working Women,26-02-2025
NY-CMP-14005,SEO,College Students,19.00,WhatsApp,62660.00,7822.00,2164.00,788.00,236400.00,208.62,0.44,Bengali,17.19,Working Women,05-06-2025
NY-CMP-14006,Social Media,Premium Shoppers,10.00,Google,61234.00,4734.00,980.00,529.00,368184.00,277.28,1.51,Tamil,10.20,Working Women,30-11-2024
NY-CMP-14007,Influencer,Youth,30.00,"Google, Facebook, YouTube",42608.00,3636.00,1886.00,1130.00,540140.00,142.10,2.36,English,15.61,Youth,08-09-2024
NY-CMP-14008,Paid Ads,Working Women,27.00,WhatsApp,30824.00,3897.00,1865.00,628.00,149464.00,204.38,0.16,Hindi,20.73,Premium Shoppers,25-03-2025
NY-CMP-14009,Influencer,Tier 2 City Customers,7.00,"WhatsApp, Instagram",82507.00,2725.00,877.00,514.00,409144.00,420.88,0.89,Tamil,4.99,Premium Shoppers,25-03-2025
NY-CMP-14010,Email,College Students,5.00,WhatsApp,66020.00,6451.00,3050.00,964.00,324868.00,108.68,2.10,Hindi,15.85,Tier 2 City Customers,18-03-2025
NY-CMP-14011,Social Media,Working Women,19.00,WhatsApp,67231.00,1743.00,382.00,284.00,62196.00,873.70,-0.75,Hindi,3.58,Working Women,08-03-2024
NY-CMP-14012,Paid Ads,College Students,15.00,YouTube,55160.00,3926.00,2331.00,991.00,415229.00,183.18,1.29,Tamil,13.14,College Students,23-02-2025
NY-CMP-14013,Email,Tier 2 City Customers,7.00,Google,13243.00,1710.00,724.00,276.00,186300.00,409.15,0.65,Tamil,20.46,Youth,13-05-2025
NY-CMP-14014,Influencer,Youth,15.00,"WhatsApp, YouTube",49024.00,5503.00,1649.00,893.00,520619.00,73.27,6.96,English,16.41,Working Women,11-01-2024
NY-CMP-14015,Social Media,College Students,14.00,"Email, WhatsApp, Google",93402.00,4593.00,2392.00,1336.00,328656.00,117.47,1.09,Hindi,8.91,Premium Shoppers,12-10-2024
NY-CMP-14016,SEO,Youth,8.00,"YouTube, WhatsApp",70865.00,7701.00,1687.00,1252.00,582180.00,123.63,2.76,Bengali,15.01,Youth,06-08-2025
NY-CMP-14017,Paid Ads,Premium Shoppers,23.00,"YouTube, Email, Instagram",16824.00,733.00,207.00,141.00,83049.00,1921.43,-0.69,Bengali,6.43,College Students,08-10-2024
NY-CMP-14018,Email,College Students,15.00,"Email, Instagram, Facebook",20189.00,1418.00,845.00,471.00,169560.00,191.26,0.88,Hindi,13.54,Working Women,02-04-2025
NY-CMP-14019,Email,College Students,8.00,"Facebook, YouTube, WhatsApp",71795.00,10448.00,4059.00,2184.00,541632.00,99.27,1.50,Tamil,23.25,Premium Shoppers,17-12-2024
NY-CMP-14020,Influencer,Youth,13.00,"WhatsApp, Instagram",56721.00,6955.00,2106.00,1681.00,369820.00,158.60,0.39,Hindi,18.94,Working Women,08-01-2024
NY-CMP-14021,SEO,College Students,27.00,YouTube,56791.00,4313.00,1212.00,672.00,151872.00,225.19,0.00,Bengali,10.91,Tier 2 City Customers,27-03-2025
NY-CMP-14022,SEO,Working Women,12.00,Email,18922.00,2714.00,1303.00,432.00,119664.00,193.61,0.43,English,23.51,Working Women,12-06-2024
NY-CMP-14023,Email,Tier 2 City Customers,12.00,Instagram,31679.00,3619.00,2033.00,1069.00,253353.00,203.68,0.16,English,21.22,Premium Shoppers,09-10-2024
NY-CMP-14024,Influencer,Youth,21.00,"Email, Instagram",67920.00,5654.00,2185.00,1682.00,807360.00,117.26,3.09,Hindi,14.02,Tier 2 City Customers,17-03-2025
NY-CMP-14025,Paid Ads,Youth,28.00,"YouTube, Google",34285.00,4718.00,980.00,523.00,290265.00,430.28,0.29,English,18.14,College Students,19-01-2025
NY-CMP-14026,SEO,Premium Shoppers,21.00,"WhatsApp, YouTube",51466.00,3990.00,1801.00,764.00,328520.00,74.82,4.75,Bengali,12.74,Tier 2 City Customers,18-05-2025
NY-CMP-14027,Social Media,College Students,15.00,"Facebook, Email",52023.00,5092.00,3009.00,1247.00,809303.00,139.46,3.65,Bengali,17.97,Youth,30-05-2025
NY-CMP-14028,Paid Ads,Working Women,7.00,"WhatsApp, Google",37031.00,761.00,301.00,145.00,100195.00,793.63,-0.13,English,3.26,Tier 2 City Customers,04-07-2025
NY-CMP-14029,Email,Tier 2 City Customers,13.00,"Instagram, WhatsApp, Facebook",62318.00,7045.00,3713.00,2501.00,935374.00,91.18,3.10,Hindi,21.28,College Students,02-03-2025
NY-CMP-14030,Social Media,Tier 2 City Customers,6.00,Instagram,54735.00,4544.00,1130.00,595.00,257635.00,319.07,0.36,Bengali,11.45,Youth,24-02-2025
NY-CMP-14031,SEO,Working Women,26.00,"Google, Instagram",61302.00,4508.00,2377.00,1511.00,929265.00,84.07,6.31,English,13.70,Youth,25-10-2024
NY-CMP-14032,Influencer,Tier 2 City Customers,9.00,"WhatsApp, Facebook, YouTube",22325.00,2542.00,512.00,269.00,171084.00,575.91,0.10,Bengali,14.88,Youth,17-01-2025
NY-CMP-14033,Paid Ads,Working Women,19.00,YouTube,68710.00,3229.00,834.00,346.00,202064.00,609.94,-0.04,English,6.42,Working Women,22-01-2025
NY-CMP-14034,Paid Ads,Premium Shoppers,13.00,"YouTube, Instagram, Email",65232.00,2908.00,1333.00,893.00,239324.00,78.89,2.40,Tamil,7.87,Premium Shoppers,19-12-2024
NY-CMP-14035,Paid Ads,College Students,27.00,Google,83892.00,11628.00,5716.00,4307.00,3213022.00,32.89,21.68,Bengali,25.81,Tier 2 City Customers,29-01-2025
NY-CMP-14036,Email,College Students,6.00,"YouTube, Google",85266.00,10367.00,4899.00,1697.00,402189.00,85.13,1.78,Hindi,19.89,Youth,10-01-2024
NY-CMP-14037,Paid Ads,Working Women,7.00,"Email, YouTube",60092.00,3480.00,1701.00,1218.00,862344.00,180.96,2.91,English,10.65,Youth,15-12-2024
NY-CMP-14038,Paid Ads,Tier 2 City Customers,19.00,"Google, Instagram, Email",52412.00,7806.00,3861.00,3085.00,910075.00,64.97,3.54,Bengali,28.15,Working Women,24-03-2025
NY-CMP-14039,Social Media,Working Women,12.00,"Facebook, Google, Email",54538.00,1517.00,484.00,303.00,61509.00,969.72,-0.79,Tamil,4.22,Youth,10-11-2024
NY-CMP-14040,SEO,Premium Shoppers,24.00,"Facebook, WhatsApp",31151.00,4190.00,931.00,410.00,298070.00,556.96,0.31,Hindi,17.76,College Students,30-03-2025
NY-CMP-14041,SEO,Premium Shoppers,10.00,YouTube,94926.00,6421.00,2680.00,2073.00,1546458.00,58.73,11.70,English,11.77,Premium Shoppers,09-09-2024
NY-CMP-14042,Paid Ads,Tier 2 City Customers,21.00,"Google, Instagram, Facebook",78539.00,5558.00,2784.00,1031.00,353633.00,147.95,1.32,English,11.93,Tier 2 City Customers,31-05-2025
NY-CMP-14043,Social Media,Tier 2 City Customers,23.00,"Email, WhatsApp",74395.00,1651.00,431.00,263.00,154118.00,553.20,0.06,Hindi,3.15,Tier 2 City Customers,27-09-2024
NY-CMP-14044,SEO,Youth,8.00,Google,79028.00,4535.00,1750.00,716.00,321484.00,83.21,4.40,Bengali,8.86,Working Women,31-08-2024
NY-CMP-14045,SEO,Premium Shoppers,21.00,Instagram,35133.00,2404.00,910.00,476.00,346528.00,529.91,0.37,Tamil,10.79,Working Women,22-07-2024
NY-CMP-14046,Social Media,Tier 2 City Customers,16.00,"YouTube, Google, Instagram",67316.00,3593.00,912.00,399.00,89376.00,329.42,-0.32,Tamil,7.29,College Students,05-08-2025
NY-CMP-14047,Social Media,Tier 2 City Customers,15.00,Facebook,93629.00,10599.00,4563.00,3287.00,1226051.00,38.31,8.74,Bengali,19.70,College Students,30-09-2024
NY-CMP-14048,Paid Ads,Working Women,30.00,Email,27691.00,3965.00,1246.00,919.00,234345.00,87.94,1.90,Tamil,22.14,Working Women,21-01-2025
NY-CMP-14049,Email,College Students,20.00,"Email, Google",65217.00,4088.00,1630.00,832.00,445952.00,194.25,1.76,Hindi,10.04,Youth,11-02-2024
NY-CMP-14050,Email,Working Women,25.00,"Google, Facebook",88116.00,10686.00,4721.00,1691.00,967252.00,40.68,13.06,Bengali,19.40,Working Women,20-07-2024
NY-CMP-14051,Social Media,Premium Shoppers,15.00,Google,51763.00,1411.00,326.00,154.00,84700.00,1590.78,-0.65,Tamil,3.65,Tier 2 City Customers,04-12-2025
NY-CMP-14052,Email,College Students,17.00,"YouTube, WhatsApp",27076.00,629.00,244.00,113.00,64523.00,674.38,-0.15,Bengali,3.64,Working Women,13-12-2024
NY-CMP-14053,Influencer,Premium Shoppers,13.00,"Facebook, Google, YouTube",69394.00,1579.00,402.00,127.00,87884.00,636.34,0.09,Hindi,3.04,Youth,05-12-2025
NY-CMP-14054,Influencer,Working Women,20.00,WhatsApp,29705.00,2099.00,508.00,377.00,165880.00,581.73,-0.24,English,10.05,Tier 2 City Customers,26-09-2024
NY-CMP-14055,Email,Premium Shoppers,16.00,Instagram,72750.00,2378.00,674.00,275.00,74250.00,965.60,-0.72,Bengali,4.57,Premium Shoppers,25-05-2025
NY-CMP-14056,Paid Ads,Working Women,6.00,Instagram,61804.00,2633.00,705.00,217.00,46655.00,1236.87,-0.83,Hindi,5.75,Premium Shoppers,13-07-2024
NY-CMP-14057,SEO,Premium Shoppers,8.00,Instagram,44765.00,2113.00,781.00,347.00,194320.00,605.78,-0.08,Bengali,7.24,College Students,06-01-2025
NY-CMP-14058,SEO,Tier 2 City Customers,23.00,WhatsApp,52832.00,7568.00,2117.00,1136.00,813376.00,137.60,4.20,Hindi,20.48,Youth,11-11-2024
NY-CMP-14059,Email,Tier 2 City Customers,28.00,Email,98054.00,8348.00,4272.00,2109.00,426018.00,82.89,1.44,Tamil,15.02,Tier 2 City Customers,23-08-2024
NY-CMP-14060,Email,Tier 2 City Customers,14.00,Facebook,37321.00,4218.00,1349.00,833.00,581434.00,136.42,4.12,Tamil,17.15,College Students,18-12-2024
NY-CMP-14061,Social Media,Youth,14.00,"Facebook, Google, Email",57990.00,2155.00,1160.00,442.00,321776.00,534.58,0.36,Tamil,6.48,Working Women,06-01-2025
NY-CMP-14062,Social Media,Tier 2 City Customers,16.00,"YouTube, Email",72526.00,9591.00,5632.00,2692.00,1192556.00,23.44,17.90,Hindi,24.70,Premium Shoppers,14-03-2025
NY-CMP-14063,SEO,Youth,21.00,"YouTube, Google, Facebook",98821.00,14357.00,8243.00,6277.00,3414688.00,30.81,16.66,Tamil,29.22,Youth,01-09-2025
NY-CMP-14064,SEO,Youth,20.00,"Google, Email, Facebook",39119.00,3348.00,1181.00,742.00,553532.00,77.85,8.58,Bengali,13.47,Youth,25-03-2025
NY-CMP-14065,Social Media,Working Women,24.00,WhatsApp,97235.00,8758.00,3145.00,1360.00,918000.00,172.01,2.92,Bengali,13.64,Premium Shoppers,10-01-2024
NY-CMP-14066,Influencer,Working Women,27.00,"WhatsApp, YouTube, Instagram",49130.00,5117.00,2110.00,1407.00,382704.00,105.29,1.58,Bengali,17.57,Premium Shoppers,18-08-2024
NY-CMP-14067,Email,College Students,25.00,YouTube,14246.00,2028.00,758.00,249.00,69969.00,1193.86,-0.76,Hindi,21.30,Youth,21-02-2025
NY-CMP-14068,Social Media,Youth,30.00,"WhatsApp, YouTube",71625.00,1958.00,1152.00,867.00,655452.00,173.25,3.36,Hindi,5.55,College Students,09-04-2024
NY-CMP-14069,Influencer,Tier 2 City Customers,12.00,"YouTube, Google",91967.00,11458.00,5608.00,1999.00,1151424.00,59.17,8.73,English,20.73,Premium Shoppers,19-09-2024
